path,class,caption_idx,images_used,object_description,fragment_location,fracture_surface,missing_piece_size,break_type,fragment_guess,confidence,caption,parse_error,raw_output,elapsed_s
out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_36/piece_0.obj,Plate,1,"[""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_36/piece_0_overview_pair.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_36/piece_0_pair00.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_36/piece_0_pair01.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_36/piece_0_pair02.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_36/piece_0_pair03.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_36/piece_0_pair04.png""]",A square plate with rounded corners and a slightly raised rim. The interior surface appears smooth and uniform.,"Bottom-right corner of the base, an Interior break.","Thin curved strip, about 10% of the surface, curving along the rim.",Tiny chip,A small chip from the rim due to impact,A curved rim segment,high,A square plate with a tiny chip from the bottom-right corner.,FALSE,"{
  ""object_description"": ""A square plate with rounded corners and a slightly raised rim. The interior surface appears smooth and uniform."",
  ""fragment_location"": ""Bottom-right corner of the base, an Interior break."",
  ""fracture_surface"": ""Thin curved strip, about 10% of the surface, curving along the rim."",
  ""missing_piece_size"": ""Tiny chip"",
  ""break_type"": ""A small chip from the rim due to impact"",
  ""fragment_guess"": ""A curved rim segment"",
  ""confidence"": ""high"",
  ""caption"": ""A square plate with a tiny chip from the bottom-right corner.""
}",3.7
out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_47/piece_0.obj,Plate,0,"[""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_47/piece_0_overview_pair.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_47/piece_0_pair00.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_47/piece_0_pair01.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_47/piece_0_pair02.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_47/piece_0_pair03.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_47/piece_0_pair04.png""]",A square plate with rounded corners and a slightly raised rim. The top surface appears smooth and flat.,Top-right corner of the plate,Thin curved strip; about 10% of the surface; curving along the rim,Tiny chip,A small chip from the rim due to impact,A curved rim segment,high,A square plate with a small rim chip.,FALSE,"{
  ""object_description"": ""A square plate with rounded corners and a slightly raised rim. The top surface appears smooth and flat."",
  ""fragment_location"": ""Top-right corner of the plate"",
  ""fracture_surface"": ""Thin curved strip; about 10% of the surface; curving along the rim"",
  ""missing_piece_size"": ""Tiny chip"",
  ""break_type"": ""A small chip from the rim due to impact"",
  ""fragment_guess"": ""A curved rim segment"",
  ""confidence"": ""high"",
  ""caption"": ""A square plate with a small rim chip.""
}",2.6
out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_47/piece_0.obj,Plate,1,"[""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_47/piece_0_overview_pair.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_47/piece_0_pair00.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_47/piece_0_pair01.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_47/piece_0_pair02.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_47/piece_0_pair03.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_47/piece_0_pair04.png""]","Rectangular plate with rounded corners; uniform thickness throughout, smooth surface.","Bottom-right corner of the base, boundary fracture.","Thin curved strip, about 10% of the surface, curving along the rim.",Small shard ~5% of the object.,"A clean horizontal break across the base, likely due to impact.","A curved rim segment, matching the orange-framed area.",high,"A rectangular plate with a small, curved fragment missing from its bottom-right corner.",FALSE,"{
  ""object_description"": ""Rectangular plate with rounded corners; uniform thickness throughout, smooth surface."",
  ""fragment_location"": ""Bottom-right corner of the base, boundary fracture."",
  ""fracture_surface"": ""Thin curved strip, about 10% of the surface, curving along the rim."",
  ""missing_piece_size"": ""Small shard ~5% of the object."",
  ""break_type"": ""A clean horizontal break across the base, likely due to impact."",
  ""fragment_guess"": ""A curved rim segment, matching the orange-framed area."",
  ""confidence"": ""high"",
  ""caption"": ""A rectangular plate with a small, curved fragment missing from its bottom-right corner.""
}",3.4
out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_1.obj,Plate,0,"[""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_1_overview_pair.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_1_pair00.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_1_pair01.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_1_pair02.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_1_pair03.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_1_pair04.png""]",The intact object is a square plate with rounded corners and a slightly raised rim.,The piece broke off from the bottom-left corner of the base.,"The fracture surface is an irregular polygon, about 10% of the surface, curving along the rim.",A small shard ~5% of the object.,"A clean horizontal break across the base, likely due to impact.",A curved rim segment.,medium,A square plate with a fracture at the bottom-left corner.,FALSE,"```json
{
  ""object_description"": ""The intact object is a square plate with rounded corners and a slightly raised rim."",
  ""fragment_location"": ""The piece broke off from the bottom-left corner of the base."",
  ""fracture_surface"": ""The fracture surface is an irregular polygon, about 10% of the surface, curving along the rim."",
  ""missing_piece_size"": ""A small shard ~5% of the object."",
  ""break_type"": ""A clean horizontal break across the base, likely due to impact."",
  ""fragment_guess"": ""A curved rim segment."",
  ""confidence"": ""medium"",
  ""caption"": ""A square plate with a fracture at the bottom-left corner.""
}
```",3.2
out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_1.obj,Plate,1,"[""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_1_overview_pair.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_1_pair00.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_1_pair01.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_1_pair02.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_1_pair03.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_1_pair04.png""]",A square plate with a slightly rounded corner and a smooth top surface.,Bottom-left corner of the base,"Thin curved strip, about 10% of the surface, curving along the rim",tiny chip,A small chip from the rim due to impact,a curved rim segment,high,A square plate with a small chip from the bottom-left corner.,FALSE,"```json
{
  ""object_description"": ""A square plate with a slightly rounded corner and a smooth top surface."",
  ""fragment_location"": ""Bottom-left corner of the base"",
  ""fracture_surface"": ""Thin curved strip, about 10% of the surface, curving along the rim"",
  ""missing_piece_size"": ""tiny chip"",
  ""break_type"": ""A small chip from the rim due to impact"",
  ""fragment_guess"": ""a curved rim segment"",
  ""confidence"": ""high"",
  ""caption"": ""A square plate with a small chip from the bottom-left corner.""
}
```",2.7
out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_0.obj,Plate,0,"[""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_0_overview_pair.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_0_pair00.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_0_pair01.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_0_pair02.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_0_pair03.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_0_pair04.png""]","A square plate with rounded edges and a slightly raised rim. The top edge shows a slight curve, suggesting a shallow lip.","The fragment broke off from the bottom-right corner of the base, indicating an Interior break. The fracture surface highlights a thin curved strip.","The fracture is a thin, curved strip that appears to have separated from the main body without significant distortion. It's about 10% of the plate's surface area and curves along the lower edge.",A small shard ~5% of the object.,"A clean horizontal break across the plate's base, likely due to a localized stress point at the corner.","The missing fragment likely looked like a triangular wedge piece, matching the curvature of the plate's base and the fracture line.",high,A square plate with a clean horizontal break at its bottom-right corner.,FALSE,"{
  ""object_description"": ""A square plate with rounded edges and a slightly raised rim. The top edge shows a slight curve, suggesting a shallow lip."",
  
  ""fragment_location"": ""The fragment broke off from the bottom-right corner of the base, indicating an Interior break. The fracture surface highlights a thin curved strip."",
  
  ""fracture_surface"": ""The fracture is a thin, curved strip that appears to have separated from the main body without significant distortion. It's about 10% of the plate's surface area and curves along the lower edge."",
  
  ""missing_piece_size"": ""A small shard ~5% of the object."",
  
  ""break_type"": ""A clean horizontal break across the plate's base, likely due to a localized stress point at the corner."",
  
  ""fragment_guess"": ""The missing fragment likely looked like a triangular wedge piece, matching the curvature of the plate's base and the fracture line."",
  
  ""confidence"": ""high"",
  
  ""caption"": ""A square plate with a clean horizontal break at its bottom-right corner.""
}",5
out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_0.obj,Plate,1,"[""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_0_overview_pair.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_0_pair00.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_0_pair01.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_0_pair02.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_0_pair03.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/mode_1/piece_0_pair04.png""]","The intact plate is square with rounded corners, a flat top, and a slightly raised edge forming the rim. The surface appears smooth and uniform.","The fragment broke off from the bottom-right corner of the base. This is an Interior break, as the fracture surface is within the body of the plate.","The orange-highlighted fracture is a thin curved strip, about 10% of the surface, curving along the rim.",The missing fragment is a small shard ~5% of the object.,"The break was a clean horizontal cut across the plate's bottom edge, likely due to external force impacting the corner.","The missing fragment likely looked like a flat rectangular shard, matching the thickness of the plate.",medium,A square plate with a clean horizontal fracture at its bottom-right corner.,FALSE,"{
  ""object_description"": ""The intact plate is square with rounded corners, a flat top, and a slightly raised edge forming the rim. The surface appears smooth and uniform."",

  ""fragment_location"": ""The fragment broke off from the bottom-right corner of the base. This is an Interior break, as the fracture surface is within the body of the plate."",

  ""fracture_surface"": ""The orange-highlighted fracture is a thin curved strip, about 10% of the surface, curving along the rim."",

  ""missing_piece_size"": ""The missing fragment is a small shard ~5% of the object."",

  ""break_type"": ""The break was a clean horizontal cut across the plate's bottom edge, likely due to external force impacting the corner."",

  ""fragment_guess"": ""The missing fragment likely looked like a flat rectangular shard, matching the thickness of the plate."",

  ""confidence"": ""medium"", 

  ""caption"": ""A square plate with a clean horizontal fracture at its bottom-right corner.""
}",5
out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_7/piece_0.obj,Plate,0,"[""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_7/piece_0_overview_pair.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_7/piece_0_pair00.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_7/piece_0_pair01.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_7/piece_0_pair02.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_7/piece_0_pair03.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_7/piece_0_pair04.png""]",A square plate with slightly rounded corners and a flat top surface.,Bottom edge of the plate,"Thin curved strip, about 10% of the surface, curving along the rim.",Tiny chip,A small chip from the bottom edge due to impact.,A thin triangular piece,high,A square plate with a small bottom edge chip.,FALSE,"```json
{
  ""object_description"": ""A square plate with slightly rounded corners and a flat top surface."",
  ""fragment_location"": ""Bottom edge of the plate"",
  ""fracture_surface"": ""Thin curved strip, about 10% of the surface, curving along the rim."",
  ""missing_piece_size"": ""Tiny chip"",
  ""break_type"": ""A small chip from the bottom edge due to impact."",
  ""fragment_guess"": ""A thin triangular piece"",
  ""confidence"": ""high"",
  ""caption"": ""A square plate with a small bottom edge chip.""
}
```",5.3
out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_7/piece_0.obj,Plate,1,"[""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_7/piece_0_overview_pair.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_7/piece_0_pair00.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_7/piece_0_pair01.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_7/piece_0_pair02.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_7/piece_0_pair03.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_7/piece_0_pair04.png""]","A square plate with slightly raised edges forming a shallow bowl-like shape. The top surface is flat, and the sides are gently sloped towards the center.",Lower right corner of the plate's main body,Thin curved strip; about 10% of the surface; curving along the rim.,Small shard ~5% of the object,A clean horizontal break across the body,A curved rim segment,high,A square plate with a clean horizontal break across the lower right corner.,FALSE,"{
  ""object_description"": ""A square plate with slightly raised edges forming a shallow bowl-like shape. The top surface is flat, and the sides are gently sloped towards the center."",
  ""fragment_location"": ""Lower right corner of the plate's main body"",
  ""fracture_surface"": ""Thin curved strip; about 10% of the surface; curving along the rim."",
  ""missing_piece_size"": ""Small shard ~5% of the object"",
  ""break_type"": ""A clean horizontal break across the body"",
  ""fragment_guess"": ""A curved rim segment"",
  ""confidence"": ""high"",
  ""caption"": ""A square plate with a clean horizontal break across the lower right corner.""
}",2.9
out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_31/piece_1.obj,Plate,0,"[""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_31/piece_1_overview_pair.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_31/piece_1_pair00.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_31/piece_1_pair01.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_31/piece_1_pair02.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_31/piece_1_pair03.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_31/piece_1_pair04.png""]",A square plate with a straight rim and slightly raised edges around the perimeter.,Bottom-right corner of the base. Interior break.,"Thin curved strip, about 10% of the surface, curving along the rim.",Tiny chip.,A small chip from the bottom-right corner due to impact.,A curved rim segment.,high,A square plate with a small piece broken off from the bottom-right corner.,FALSE,"{
  ""object_description"": ""A square plate with a straight rim and slightly raised edges around the perimeter."",
  
  ""fragment_location"": ""Bottom-right corner of the base. Interior break."",
  
  ""fracture_surface"": ""Thin curved strip, about 10% of the surface, curving along the rim."",
  
  ""missing_piece_size"": ""Tiny chip."",
  
  ""break_type"": ""A small chip from the bottom-right corner due to impact."",
  
  ""fragment_guess"": ""A curved rim segment."",
  
  ""confidence"": ""high"",
  
  ""caption"": ""A square plate with a small piece broken off from the bottom-right corner.""
}",3
out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_31/piece_1.obj,Plate,1,"[""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_31/piece_1_overview_pair.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_31/piece_1_pair00.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_31/piece_1_pair01.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_31/piece_1_pair02.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_31/piece_1_pair03.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_31/piece_1_pair04.png""]",A square plate with a slightly raised rim around the edge.,"Bottom-left corner of the base, Interior break","Thin curved strip, very small, curving along the rim",Tiny chip,A small chip from the rim due to impact,A curved rim segment,high,A square plate with a small curved rim piece missing.,FALSE,"```json
{
  ""object_description"": ""A square plate with a slightly raised rim around the edge."",
  ""fragment_location"": ""Bottom-left corner of the base, Interior break"",
  ""fracture_surface"": ""Thin curved strip, very small, curving along the rim"",
  ""missing_piece_size"": ""Tiny chip"",
  ""break_type"": ""A small chip from the rim due to impact"",
  ""fragment_guess"": ""A curved rim segment"",
  ""confidence"": ""high"",
  ""caption"": ""A square plate with a small curved rim piece missing.""
}
```",2.7
out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_33/piece_0.obj,Plate,0,"[""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_33/piece_0_overview_pair.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_33/piece_0_pair00.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_33/piece_0_pair01.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_33/piece_0_pair02.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_33/piece_0_pair03.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_33/piece_0_pair04.png""]","A square plate with rounded edges and a slightly elevated rim. The interior is plain white, contrasting with the exterior's light blue color.","The break occurred at the bottom edge of the plate, indicating an exterior boundary fracture. The fragment is a small, thin strip.","The fracture surface is a thin, straight line along the bottom edge, highlighting where the plate separated. It appears to be about 10% of the plate's width.","A tiny chip, less than 10% of the plate's area.","A clean exterior break along the bottom edge, likely due to external force or impact.","A thin strip of the bottom edge, possibly a small triangular piece.",high,A square plate with a clean bottom edge fracture.,FALSE,"{
  ""object_description"": ""A square plate with rounded edges and a slightly elevated rim. The interior is plain white, contrasting with the exterior's light blue color."",
  
  ""fragment_location"": ""The break occurred at the bottom edge of the plate, indicating an exterior boundary fracture. The fragment is a small, thin strip."",
  
  ""fracture_surface"": ""The fracture surface is a thin, straight line along the bottom edge, highlighting where the plate separated. It appears to be about 10% of the plate's width."",
  
  ""missing_piece_size"": ""A tiny chip, less than 10% of the plate's area."",
  
  ""break_type"": ""A clean exterior break along the bottom edge, likely due to external force or impact."",
  
  ""fragment_guess"": ""A thin strip of the bottom edge, possibly a small triangular piece."",
  
  ""confidence"": ""high"",
  
  ""caption"": ""A square plate with a clean bottom edge fracture.""
}",4.4
out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_33/piece_0.obj,Plate,1,"[""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_33/piece_0_overview_pair.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_33/piece_0_pair00.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_33/piece_0_pair01.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_33/piece_0_pair02.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_33/piece_0_pair03.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_33/piece_0_pair04.png""]","The intact object is a square plate with a slightly rounded edge, appearing thin and flat.","The piece broke off from the bottom-right corner of the plate's base, indicating a boundary fracture.","The fracture is a thin curved strip, about 10% of the plate's surface, curving along the rim.","The missing fragment is a small shard, approximately 5% of the object.","The break occurred due to a force applied to the bottom-right corner, causing a clean separation.",The missing piece likely looked like a curved rim segment.,high,A square plate with a small curved shard broken off from its bottom-right corner.,FALSE,"{
  ""object_description"": ""The intact object is a square plate with a slightly rounded edge, appearing thin and flat."",
  ""fragment_location"": ""The piece broke off from the bottom-right corner of the plate's base, indicating a boundary fracture."",
  ""fracture_surface"": ""The fracture is a thin curved strip, about 10% of the plate's surface, curving along the rim."",
  ""missing_piece_size"": ""The missing fragment is a small shard, approximately 5% of the object."",
  ""break_type"": ""The break occurred due to a force applied to the bottom-right corner, causing a clean separation."",
  ""fragment_guess"": ""The missing piece likely looked like a curved rim segment."",
  ""confidence"": ""high"",
  ""caption"": ""A square plate with a small curved shard broken off from its bottom-right corner.""
}",3.6
out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_35/piece_0.obj,Plate,0,"[""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_35/piece_0_overview_pair.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_35/piece_0_pair00.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_35/piece_0_pair01.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_35/piece_0_pair02.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_35/piece_0_pair03.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_35/piece_0_pair04.png""]",A square plate with rounded corners and a slightly raised rim. The top surface appears smooth and uniform.,Upper section of the rim,"Thin curved strip, about 10% of the surface, curving along the rim",Small shard ~5% of the object,A clean horizontal break across the rim due to impact,A curved rim segment,high,"A square plate with a small, curved piece broken off from the upper rim.",FALSE,"```json
{
  ""object_description"": ""A square plate with rounded corners and a slightly raised rim. The top surface appears smooth and uniform."",
  ""fragment_location"": ""Upper section of the rim"",
  ""fracture_surface"": ""Thin curved strip, about 10% of the surface, curving along the rim"",
  ""missing_piece_size"": ""Small shard ~5% of the object"",
  ""break_type"": ""A clean horizontal break across the rim due to impact"",
  ""fragment_guess"": ""A curved rim segment"",
  ""confidence"": ""high"",
  ""caption"": ""A square plate with a small, curved piece broken off from the upper rim.""
}
```",3.3
out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_35/piece_0.obj,Plate,1,"[""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_35/piece_0_overview_pair.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_35/piece_0_pair00.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_35/piece_0_pair01.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_35/piece_0_pair02.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_35/piece_0_pair03.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_35/piece_0_pair04.png""]","A square plate with a slightly raised rim around the edge, appearing smooth and uniform in thickness.","The bottom right corner of the plate's main body, an Interior break.","A thin curved strip, about 10% of the surface, curving along the rim.",Tiny chip,"A small chip from the rim due to impact, possibly caused by a sharp object.",A curved rim segment,high,A square plate with a small curved rim segment broken off.,FALSE,"{
  ""object_description"": ""A square plate with a slightly raised rim around the edge, appearing smooth and uniform in thickness."",
  ""fragment_location"": ""The bottom right corner of the plate's main body, an Interior break."",
  ""fracture_surface"": ""A thin curved strip, about 10% of the surface, curving along the rim."",
  ""missing_piece_size"": ""Tiny chip"",
  ""break_type"": ""A small chip from the rim due to impact, possibly caused by a sharp object."",
  ""fragment_guess"": ""A curved rim segment"",
  ""confidence"": ""high"",
  ""caption"": ""A square plate with a small curved rim segment broken off.""
}",3.1
out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_68/piece_0.obj,Plate,0,"[""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_68/piece_0_overview_pair.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_68/piece_0_pair00.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_68/piece_0_pair01.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_68/piece_0_pair02.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_68/piece_0_pair03.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_68/piece_0_pair04.png""]",Rectangular plate with a slightly raised edge forming a lip around the perimeter.,"Bottom-right corner of the plate's base, indicating an interior break.","Thin curved strip, about 10% of the surface, curving along the lip.",Tiny chip,"A small chip from the lip due to impact, likely caused by a sharp object.","A curved lip segment, approximately 1 cm long.",high,A rectangular plate with a tiny lip fragment missing from the bottom-right corner.,FALSE,"```json
{
  ""object_description"": ""Rectangular plate with a slightly raised edge forming a lip around the perimeter."",
  ""fragment_location"": ""Bottom-right corner of the plate's base, indicating an interior break."",
  ""fracture_surface"": ""Thin curved strip, about 10% of the surface, curving along the lip."",
  ""missing_piece_size"": ""Tiny chip"",
  ""break_type"": ""A small chip from the lip due to impact, likely caused by a sharp object."",
  ""fragment_guess"": ""A curved lip segment, approximately 1 cm long."",
  ""confidence"": ""high"",
  ""caption"": ""A rectangular plate with a tiny lip fragment missing from the bottom-right corner.""
}
```",3.5
out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_68/piece_0.obj,Plate,1,"[""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_68/piece_0_overview_pair.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_68/piece_0_pair00.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_68/piece_0_pair01.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_68/piece_0_pair02.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_68/piece_0_pair03.png"", ""out/everyday/Plate/17e958fa60740e4c3c143af07c12991a/fractured_68/piece_0_pair04.png""]","A square plate with a slightly raised rim. The edges are smooth, and there's a slight curve along the inner edge.",Bottom-left corner of the base,"Thin curved strip, about 10% of the surface, curving along the rim",tiny chip,A small chip from the rim due to impact,a curved rim segment,high,A square plate with a tiny chip from the bottom-left corner.,FALSE,"```json
{
  ""object_description"": ""A square plate with a slightly raised rim. The edges are smooth, and there's a slight curve along the inner edge."",
  ""fragment_location"": ""Bottom-left corner of the base"",
  ""fracture_surface"": ""Thin curved strip, about 10% of the surface, curving along the rim"",
  ""missing_piece_size"": ""tiny chip"",
  ""break_type"": ""A small chip from the rim due to impact"",
  ""fragment_guess"": ""a curved rim segment"",
  ""confidence"": ""high"",
  ""caption"": ""A square plate with a tiny chip from the bottom-left corner.""
}
```",3.8
