path,class,caption_idx,images_used,object_description,fragment_location,fracture_surface,missing_piece_size,break_type,fragment_guess,confidence,caption,parse_error,raw_output,elapsed_s
out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0.obj,Plate,0,"[""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_overview_pair.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair00.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair01.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair02.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair03.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair04.png""]","The intact plate is circular with a smooth, slightly raised edge forming a shallow rim.",The break occurred at the outer rim of the plate.,"The orange highlight shows a thin, curved strip along the rim's edge, indicating a clean break.","The missing fragment is very small, barely noticeable on the larger plate.","A clean, horizontal break removed a small rim segment.","The missing piece was likely a small, curved rim segment.",high,"A plate with a clean break along its rim, revealing a small shard.",False,"{
  ""object_description"": ""The intact plate is circular with a smooth, slightly raised edge forming a shallow rim."",
  ""fragment_location"": ""The break occurred at the outer rim of the plate."",
  ""fracture_surface"": ""The orange highlight shows a thin, curved strip along the rim's edge, indicating a clean break."",
  ""missing_piece_size"": ""The missing fragment is very small, barely noticeable on the larger plate."",
  ""break_type"": ""A clean, horizontal break removed a small rim segment."",
  ""fragment_guess"": ""The missing piece was likely a small, curved rim segment."",
  ""confidence"": ""high"",
  ""caption"": ""A plate with a clean break along its rim, revealing a small shard.""
}",3.1
out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0.obj,Plate,1,"[""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_overview_pair.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair00.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair01.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair02.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair03.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair04.png""]","Circular plate with a slightly raised rim. Smooth, even surface, no visible texture or patterns. Overall uniform in color and shape.",Outer rim,"Thin curved strip, about 10% of the surface, curving along the rim.",Small shard ~5% of the object,A small chip from the rim due to impact,A curved rim segment,high,A circular plate with a small curved rim fragment missing.,False,"{
  ""object_description"": ""Circular plate with a slightly raised rim. Smooth, even surface, no visible texture or patterns. Overall uniform in color and shape."",
  ""fragment_location"": ""Outer rim"",
  ""fracture_surface"": ""Thin curved strip, about 10% of the surface, curving along the rim."",
  ""missing_piece_size"": ""Small shard ~5% of the object"",
  ""break_type"": ""A small chip from the rim due to impact"",
  ""fragment_guess"": ""A curved rim segment"",
  ""confidence"": ""high"",
  ""caption"": ""A circular plate with a small curved rim fragment missing.""
}",2.8
out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0.obj,Plate,2,"[""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_overview_pair.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair00.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair01.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair02.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair03.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair04.png""]","A plate with a circular shape, smooth edges, and a flat top surface. The rim appears slightly raised.",Outer rim,"Irregular polygon, about 10% of the surface, cutting diagonally across the body.",Small shard ~5% of the object,A diagonal fracture removing a corner,A curved rim segment,medium,A plate with a diagonal crack along its outer rim.,False,"{
  ""object_description"": ""A plate with a circular shape, smooth edges, and a flat top surface. The rim appears slightly raised."",
  ""fragment_location"": ""Outer rim"",
  ""fracture_surface"": ""Irregular polygon, about 10% of the surface, cutting diagonally across the body."",
  ""missing_piece_size"": ""Small shard ~5% of the object"",
  ""break_type"": ""A diagonal fracture removing a corner"",
  ""fragment_guess"": ""A curved rim segment"",
  ""confidence"": ""medium"",
  ""caption"": ""A plate with a diagonal crack along its outer rim.""
}",3.5
out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0.obj,Plate,3,"[""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_overview_pair.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair00.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair01.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair02.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair03.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair04.png""]","Circular plate with slightly raised rim; smooth, uniform surface; no visible design or texture; simple, functional form.","Outer rim, just below the raised edge.","Thin curved strip, about 10% of the surface, curving along the rim.","Tiny chip, less than 5% of the object.","A small chip from the rim due to impact, possibly from a sharp object.","A curved rim segment, thin and smooth, matching the curvature of the plate's raised edge.",high,A circular plate with a small chip removed from its outer rim.,False,"```json
{
  ""object_description"": ""Circular plate with slightly raised rim; smooth, uniform surface; no visible design or texture; simple, functional form."",
  ""fragment_location"": ""Outer rim, just below the raised edge."",
  ""fracture_surface"": ""Thin curved strip, about 10% of the surface, curving along the rim."",
  ""missing_piece_size"": ""Tiny chip, less than 5% of the object."",
  ""break_type"": ""A small chip from the rim due to impact, possibly from a sharp object."",
  ""fragment_guess"": ""A curved rim segment, thin and smooth, matching the curvature of the plate's raised edge."",
  ""confidence"": ""high"",
  ""caption"": ""A circular plate with a small chip removed from its outer rim.""
}
```",7.0
out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0.obj,Plate,4,"[""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_overview_pair.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair00.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair01.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair02.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair03.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_38/piece_0_pair04.png""]","A circular plate with a slightly raised rim. The edge is smooth, and there's a subtle texture across the surface.","On the right side, near the bottom of the plate's outer rim.","A thin curved strip, about 5% of the plate's surface, curving along the rim.",Small shard ~5% of the object.,A small chip from the rim due to impact.,A curved rim segment with a smooth inner edge and textured outer edge.,medium,A plate with a small curved chip near its outer rim.,False,"{
  ""object_description"": ""A circular plate with a slightly raised rim. The edge is smooth, and there's a subtle texture across the surface."",
  ""fragment_location"": ""On the right side, near the bottom of the plate's outer rim."",
  ""fracture_surface"": ""A thin curved strip, about 5% of the plate's surface, curving along the rim."",
  ""missing_piece_size"": ""Small shard ~5% of the object."",
  ""break_type"": ""A small chip from the rim due to impact."",
  ""fragment_guess"": ""A curved rim segment with a smooth inner edge and textured outer edge."",
  ""confidence"": ""medium"",
  ""caption"": ""A plate with a small curved chip near its outer rim.""
}",3.6
out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0.obj,Plate,0,"[""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_overview_pair.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair00.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair01.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair02.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair03.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair04.png""]","The intact object is a plate with a slightly raised rim, a central depression, and a flat base. It appears to have a smooth, solid construction.",The piece broke off from the outer rim.,"The fracture surface is thin and curved, about 10% of the surface area, curving along the rim.",The missing fragment is a small chip.,The break was a small chip from the rim due to impact.,The missing fragment likely looked like a curved rim segment.,high,A plate with a small rim chip.,False,"```json
{
  ""object_description"": ""The intact object is a plate with a slightly raised rim, a central depression, and a flat base. It appears to have a smooth, solid construction."",
  ""fragment_location"": ""The piece broke off from the outer rim."",
  ""fracture_surface"": ""The fracture surface is thin and curved, about 10% of the surface area, curving along the rim."",
  ""missing_piece_size"": ""The missing fragment is a small chip."",
  ""break_type"": ""The break was a small chip from the rim due to impact."",
  ""fragment_guess"": ""The missing fragment likely looked like a curved rim segment."",
  ""confidence"": ""high"",
  ""caption"": ""A plate with a small rim chip.""
}
```",4.1
out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0.obj,Plate,1,"[""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_overview_pair.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair00.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair01.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair02.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair03.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair04.png""]","A circular plate with a slightly raised edge and a flat bottom, showing a consistent thickness throughout.",Outer rim of the plate's edge.,"Thin curved strip; very small, about 10% of the surface; curving along the rim.",Tiny chip,A small chip from the rim due to impact.,A curved rim segment,high,A plate with a small chip from its outer rim.,False,"{
  ""object_description"": ""A circular plate with a slightly raised edge and a flat bottom, showing a consistent thickness throughout."",
  
  ""fragment_location"": ""Outer rim of the plate's edge."",
  
  ""fracture_surface"": ""Thin curved strip; very small, about 10% of the surface; curving along the rim."",
  
  ""missing_piece_size"": ""Tiny chip"",
  
  ""break_type"": ""A small chip from the rim due to impact."",
  
  ""fragment_guess"": ""A curved rim segment"",
  
  ""confidence"": ""high"",
  
  ""caption"": ""A plate with a small chip from its outer rim.""
}",2.8
out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0.obj,Plate,2,"[""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_overview_pair.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair00.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair01.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair02.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair03.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair04.png""]","A circular plate with a slightly raised rim and a flat bottom. The edges appear smooth, suggesting a simple design typical of everyday tableware.","The outer rim of the plate, adjacent to the raised edge, where the fracture surface is highlighted in orange.","A thin curved strip of the outer rim, about 10% of the surface, curving along the rim.",A small shard ~5% of the object.,"A small chip from the rim due to impact, possibly from a sharp object or sudden stress.","A curved rim segment, consistent with the highlighted fracture surface.",medium,A plate with a small fragment removed from its outer rim.,False,"{
  ""object_description"": ""A circular plate with a slightly raised rim and a flat bottom. The edges appear smooth, suggesting a simple design typical of everyday tableware."",
  
  ""fragment_location"": ""The outer rim of the plate, adjacent to the raised edge, where the fracture surface is highlighted in orange."",
  
  ""fracture_surface"": ""A thin curved strip of the outer rim, about 10% of the surface, curving along the rim."",
  
  ""missing_piece_size"": ""A small shard ~5% of the object."",
  
  ""break_type"": ""A small chip from the rim due to impact, possibly from a sharp object or sudden stress."",
  
  ""fragment_guess"": ""A curved rim segment, consistent with the highlighted fracture surface."",
  
  ""confidence"": ""medium"",
  
  ""caption"": ""A plate with a small fragment removed from its outer rim.""
}",3.9
out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0.obj,Plate,3,"[""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_overview_pair.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair00.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair01.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair02.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair03.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair04.png""]","Circular plate with a slightly raised rim, smooth surface, and uniform thickness.",Outer rim,"Thin curved strip, about 10% of the surface, curving along the rim.",Tiny chip,A small chip from the rim due to impact,A curved rim segment,high,A circular plate with a small chip from its outer rim.,False,"```json
{
  ""object_description"": ""Circular plate with a slightly raised rim, smooth surface, and uniform thickness."",
  ""fragment_location"": ""Outer rim"",
  ""fracture_surface"": ""Thin curved strip, about 10% of the surface, curving along the rim."",
  ""missing_piece_size"": ""Tiny chip"",
  ""break_type"": ""A small chip from the rim due to impact"",
  ""fragment_guess"": ""A curved rim segment"",
  ""confidence"": ""high"",
  ""caption"": ""A circular plate with a small chip from its outer rim.""
}
```",3.3
out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0.obj,Plate,4,"[""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_overview_pair.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair00.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair01.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair02.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair03.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_53/piece_0_pair04.png""]","Circular plate with a slightly raised rim and a flat center. Symmetrical design, possibly decorative details at the rim.",Outer rim,"Thin curved strip, about 10% of the surface, curving along the rim.",Small shard ~5%,A small chip from the rim due to impact.,"A curved rim segment, roughly 10% of the plate's circumference.",medium,A circular plate with a small piece broken off its outer rim.,False,"```json
{
  ""object_description"": ""Circular plate with a slightly raised rim and a flat center. Symmetrical design, possibly decorative details at the rim."",
  ""fragment_location"": ""Outer rim"",
  ""fracture_surface"": ""Thin curved strip, about 10% of the surface, curving along the rim."",
  ""missing_piece_size"": ""Small shard ~5%"",
  ""break_type"": ""A small chip from the rim due to impact."",
  ""fragment_guess"": ""A curved rim segment, roughly 10% of the plate's circumference."",
  ""confidence"": ""medium"",
  ""caption"": ""A circular plate with a small piece broken off its outer rim.""
}
```",3.2
out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0.obj,Plate,0,"[""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_overview_pair.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair00.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair01.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair02.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair03.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair04.png""]","Circular plate with a slight curve, smooth surface, and uniform thickness throughout. Clean edges suggest it's manufactured rather than naturally occurring.",Lower-left section of the base,"Thin curved strip, about 10% of the surface, curving along the lower edge.",Tiny chip,A small chip from the rim due to impact,A curved rim segment,high,A circular plate with a thin curved piece broken off its lower-left base.,False,"{
  ""object_description"": ""Circular plate with a slight curve, smooth surface, and uniform thickness throughout. Clean edges suggest it's manufactured rather than naturally occurring."",
  
  ""fragment_location"": ""Lower-left section of the base"",
  
  ""fracture_surface"": ""Thin curved strip, about 10% of the surface, curving along the lower edge."",
  
  ""missing_piece_size"": ""Tiny chip"",
  
  ""break_type"": ""A small chip from the rim due to impact"",
  
  ""fragment_guess"": ""A curved rim segment"",
  
  ""confidence"": ""high"",
  
  ""caption"": ""A circular plate with a thin curved piece broken off its lower-left base.""
}",3.0
out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0.obj,Plate,1,"[""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_overview_pair.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair00.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair01.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair02.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair03.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair04.png""]","A circular plate with a slightly raised rim and a smooth top surface. The rim is thicker than the base, suggesting structural integrity for edge stability.",Outer rim,"Thin curved strip, about 10% of the rim length, curving along the edge.",Tiny chip,A small chip from the rim due to impact,A curved rim segment,high,"A plate with a small, curved piece broken off from its outer rim.",False,"{
  ""object_description"": ""A circular plate with a slightly raised rim and a smooth top surface. The rim is thicker than the base, suggesting structural integrity for edge stability."",
  ""fragment_location"": ""Outer rim"",
  ""fracture_surface"": ""Thin curved strip, about 10% of the rim length, curving along the edge."",
  ""missing_piece_size"": ""Tiny chip"",
  ""break_type"": ""A small chip from the rim due to impact"",
  ""fragment_guess"": ""A curved rim segment"",
  ""confidence"": ""high"",
  ""caption"": ""A plate with a small, curved piece broken off from its outer rim.""
}",3.4
out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0.obj,Plate,2,"[""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_overview_pair.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair00.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair01.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair02.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair03.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair04.png""]","A circular plate with a flat top and slightly raised edges, likely for serving food or drinks.",The bottom-right corner of the base,"Irregular polygon, very small, curving along the rim",tiny chip,a small chip from the rim due to impact,a curved rim segment,high,"A plate with a small, curved rim chip.",False,"{
  ""object_description"": ""A circular plate with a flat top and slightly raised edges, likely for serving food or drinks."",
  ""fragment_location"": ""The bottom-right corner of the base"",
  ""fracture_surface"": ""Irregular polygon, very small, curving along the rim"",
  ""missing_piece_size"": ""tiny chip"",
  ""break_type"": ""a small chip from the rim due to impact"",
  ""fragment_guess"": ""a curved rim segment"",
  ""confidence"": ""high"",
  ""caption"": ""A plate with a small, curved rim chip.""
}",2.5
out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0.obj,Plate,3,"[""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_overview_pair.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair00.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair01.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair02.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair03.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair04.png""]",A circular plate with a slightly raised lip around the edge and a central boss or protuberance in the middle.,Lower section of the plate's exterior rim,Thin curved strip; about 10% of the surface; curving along the rim,Small shard ~5%,A small chip from the rim due to impact,A curved rim segment,high,A plate with a chipped edge near its raised lip.,False,"{
  ""object_description"": ""A circular plate with a slightly raised lip around the edge and a central boss or protuberance in the middle."",
  ""fragment_location"": ""Lower section of the plate's exterior rim"",
  ""fracture_surface"": ""Thin curved strip; about 10% of the surface; curving along the rim"",
  ""missing_piece_size"": ""Small shard ~5%"",
  ""break_type"": ""A small chip from the rim due to impact"",
  ""fragment_guess"": ""A curved rim segment"",
  ""confidence"": ""high"",
  ""caption"": ""A plate with a chipped edge near its raised lip.""
}",6.8
out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0.obj,Plate,4,"[""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_overview_pair.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair00.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair01.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair02.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair03.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_59/piece_0_pair04.png""]","A circular plate with a smooth, slightly raised edge. It appears uniform in thickness and color.",Lower right quadrant of the plate's outer rim.,"Thin curved strip, about 10% of the surface, curving along the rim.",Small shard ~5% of the object.,A small chip from the rim due to impact.,A curved rim segment.,high,"A plate with a small, curved rim chip.",False,"{
  ""object_description"": ""A circular plate with a smooth, slightly raised edge. It appears uniform in thickness and color."",
  ""fragment_location"": ""Lower right quadrant of the plate's outer rim."",
  ""fracture_surface"": ""Thin curved strip, about 10% of the surface, curving along the rim."",
  ""missing_piece_size"": ""Small shard ~5% of the object."",
  ""break_type"": ""A small chip from the rim due to impact."",
  ""fragment_guess"": ""A curved rim segment."",
  ""confidence"": ""high"",
  ""caption"": ""A plate with a small, curved rim chip.""
}",3.4
out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_8/piece_0.obj,Plate,0,"[""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_8/piece_0_overview_pair.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_8/piece_0_pair00.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_8/piece_0_pair01.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_8/piece_0_pair02.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_8/piece_0_pair03.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_8/piece_0_pair04.png""]","A circular plate with a slightly raised edge and a flat base. The rim is smooth, and there's a subtle groove around the perimeter.",The rim,"A thin curved strip, about 10% of the rim length, curving along the outer edge.",Small shard ~5% of the plate,A small chip from the rim due to impact,A curved rim segment,high,A plate with a small fracture along its rim.,False,"{
  ""object_description"": ""A circular plate with a slightly raised edge and a flat base. The rim is smooth, and there's a subtle groove around the perimeter."",
  ""fragment_location"": ""The rim"",
  ""fracture_surface"": ""A thin curved strip, about 10% of the rim length, curving along the outer edge."",
  ""missing_piece_size"": ""Small shard ~5% of the plate"",
  ""break_type"": ""A small chip from the rim due to impact"",
  ""fragment_guess"": ""A curved rim segment"",
  ""confidence"": ""high"",
  ""caption"": ""A plate with a small fracture along its rim.""
}",2.8
out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_8/piece_0.obj,Plate,1,"[""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_8/piece_0_overview_pair.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_8/piece_0_pair00.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_8/piece_0_pair01.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_8/piece_0_pair02.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_8/piece_0_pair03.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_8/piece_0_pair04.png""]",A circular plate with a flared lip extending slightly outward from the rim.,Outer rim,"Thin curved strip; about 10% of the surface, curving along the rim.",Tiny chip,A small chip from the rim due to impact,A curved rim segment,high,"A plate with a small, curved rim fragment breaking away.",False,"{
  ""object_description"": ""A circular plate with a flared lip extending slightly outward from the rim."",
  ""fragment_location"": ""Outer rim"",
  ""fracture_surface"": ""Thin curved strip; about 10% of the surface, curving along the rim."",
  ""missing_piece_size"": ""Tiny chip"",
  ""break_type"": ""A small chip from the rim due to impact"",
  ""fragment_guess"": ""A curved rim segment"",
  ""confidence"": ""high"",
  ""caption"": ""A plate with a small, curved rim fragment breaking away.""
}",2.6
out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_8/piece_0.obj,Plate,2,"[""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_8/piece_0_overview_pair.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_8/piece_0_pair00.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_8/piece_0_pair01.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_8/piece_0_pair02.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_8/piece_0_pair03.png"", ""out/everyday/Plate/1389e932a2c776d83c143af07c12991a/fractured_8/piece_0_pair04.png""]",,,,,,,,,True,"{
  ""object_description"": ""A circular plate with a raised outer rim and a flat center. The rim appears slightly thicker than the center, creating a subtle edge.""

  ""fragment_location"": ""The break occurred on the outer rim, close to the transition between the raised rim and the flat center.""

  ""fracture_surface"": ""The fracture surface is a thin, curved strip along the outer rim's upper section, about 5% of the rim's length.""

  ""missing_piece_size"": ""The missing fragment is a small shard ~5% of the object.""

  ""break_type"": ""A clean horizontal break across the rim, likely caused by an impact or stress.""

  ""fragment_guess"": ""The missing fragment likely looked like a curved rim segment, approximately 5 cm long and 2 cm wide.""

  ""confidence"": ""medium""

  ""caption"": ""A plate with a fracture along its raised outer rim.""
}",4.4
